name,processed_text,sentiment_label
Hotel Hayden New York,hotel hayden new york,Good
Hotel Park Ave,hotel park ave,Very Good
Sheraton Tribeca New York Hotel,sheraton tribeca new york hotel,Good
Renaissance New York Harlem Hotel,renaiss new york harlem hotel,Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
Holiday Inn Manhattan 6th Ave - Chelsea by IHG,holiday inn manhattan 6th ave chelsea ihg,Good
Millennium Downtown New York,millennium downtown new york,Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
The Knickerbocker,knickerbock,Very Good
Hotel Indigo NYC Financial District by IHG,hotel indigo nyc financi district ihg,Excellent
The Gregorian New York City,gregorian new york citi,Very Good
Fairfield By Marriott New York Manhattan Times Square,fairfield marriott new york manhattan time squar,Very Good
NoMo SoHo,nomo soho,Good
Aloft New York Chelsea,aloft new york chelsea,Very Good
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
"Club Quarters Hotel Grand Central, New York",club quarter hotel grand central new york,Very Good
Pod 51,pod 51,Good
Pod Times Square,pod time squar,Very Good
Grayson Hotel,grayson hotel,Excellent
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
The FIDI Hotel,fidi hotel,Very Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Pod 39,pod 39,Very Good
Riverside Tower Hotel,riversid tower hotel,Very Good
Four Points by Sheraton Manhattan SoHo Village,four point sheraton manhattan soho villag,Very Good
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
Westgate New York Grand Central,westgat new york grand central,Very Good
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
The William powered by Sonder,william power sonder,Very Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Archer Hotel New York,archer hotel new york,Excellent
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Homewood Suites Midtown Manhattan Times Square South,homewood suit midtown manhattan time squar south,Very Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
The Chelsean New York,chelsean new york,Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
Hotel Belleclaire Central Park,hotel belleclair central park,Very Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
Little Charlie Hotel,littl charli hotel,Very Good
TownePlace Suites by Marriott New York Manhattan/Chelsea,towneplac suit marriott new york manhattanchelsea,Very Good
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,fairfield inn suit marriott new york manhattanfifth avenu,Good
Warwick New York,warwick new york,Very Good
The Frederick Hotel Tribeca,frederick hotel tribeca,Very Good
Hilton Garden Inn New York Times Square North,hilton garden inn new york time squar north,Very Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
Hotel Hayden New York,hotel hayden new york,Good
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
Millennium Downtown New York,millennium downtown new york,Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
The Gregorian New York City,gregorian new york citi,Very Good
Chambers powered by Sonder,chamber power sonder,Very Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
Fairfield By Marriott New York Manhattan Times Square,fairfield marriott new york manhattan time squar,Very Good
"Thompson Central Park New York, by Hyatt",thompson central park new york hyatt,Very Good
"Club Quarters Hotel Grand Central, New York",club quarter hotel grand central new york,Very Good
Pod 51,pod 51,Good
Pod Times Square,pod time squar,Very Good
Grayson Hotel,grayson hotel,Excellent
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
The FIDI Hotel,fidi hotel,Very Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Pod 39,pod 39,Very Good
Riverside Tower Hotel,riversid tower hotel,Very Good
Four Points by Sheraton Manhattan SoHo Village,four point sheraton manhattan soho villag,Very Good
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
Westgate New York Grand Central,westgat new york grand central,Very Good
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
The William powered by Sonder,william power sonder,Very Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Archer Hotel New York,archer hotel new york,Excellent
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Homewood Suites Midtown Manhattan Times Square South,homewood suit midtown manhattan time squar south,Very Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
The Chelsean New York,chelsean new york,Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
Hotel Belleclaire Central Park,hotel belleclair central park,Very Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
Little Charlie Hotel,littl charli hotel,Very Good
TownePlace Suites by Marriott New York Manhattan/Chelsea,towneplac suit marriott new york manhattanchelsea,Very Good
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,fairfield inn suit marriott new york manhattanfifth avenu,Good
Warwick New York,warwick new york,Very Good
The Frederick Hotel Tribeca,frederick hotel tribeca,Very Good
Hilton Garden Inn New York Times Square North,hilton garden inn new york time squar north,Very Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
Hotel Hayden New York,hotel hayden new york,Good
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
Millennium Downtown New York,millennium downtown new york,Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
The Gregorian New York City,gregorian new york citi,Very Good
Chambers powered by Sonder,chamber power sonder,Very Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
Fairfield By Marriott New York Manhattan Times Square,fairfield marriott new york manhattan time squar,Very Good
"Thompson Central Park New York, by Hyatt",thompson central park new york hyatt,Very Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
"Dream Midtown, by Hyatt",dream midtown hyatt,Good
Executive Hotel Le Soleil New York,execut hotel le soleil new york,Excellent
Hyatt Centric Wall Street New York,hyatt centric wall street new york,Very Good
"Club Quarters Hotel Grand Central, New York",club quarter hotel grand central new york,Very Good
Pod 51,pod 51,Good
Riverside Tower Hotel,riversid tower hotel,Very Good
Pod Times Square,pod time squar,Very Good
The Frederick Hotel Tribeca,frederick hotel tribeca,Very Good
Grayson Hotel,grayson hotel,Excellent
Pod 39,pod 39,Very Good
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
Millennium Downtown New York,millennium downtown new york,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Hotel Edison Times Square,hotel edison time squar,Good
Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,resid inn marriott new york downtown manhattanworld trade center area,Excellent
Archer Hotel New York,archer hotel new york,Excellent
Four Points by Sheraton Manhattan SoHo Village,four point sheraton manhattan soho villag,Very Good
Hotel Belleclaire Central Park,hotel belleclair central park,Very Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
Home2 Suites By Hilton New York Times Square,home2 suit hilton new york time squar,Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
The Chelsean New York,chelsean new york,Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
The FIDI Hotel,fidi hotel,Very Good
Warwick New York,warwick new york,Very Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
TownePlace Suites by Marriott New York Manhattan/Chelsea,towneplac suit marriott new york manhattanchelsea,Very Good
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
Courtyard New York Downtown Manhattan/Financial District,courtyard new york downtown manhattanfinanci district,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,fairfield inn suit marriott new york manhattanfifth avenu,Good
Westgate New York Grand Central,westgat new york grand central,Very Good
The Gregorian New York City,gregorian new york citi,Very Good
Renaissance New York Chelsea Hotel,renaiss new york chelsea hotel,Very Good
Hyatt Centric Wall Street New York,hyatt centric wall street new york,Very Good
Little Charlie Hotel,littl charli hotel,Very Good
NoMo SoHo,nomo soho,Good
Hilton Garden Inn New York Times Square North,hilton garden inn new york time squar north,Very Good
Executive Hotel Le Soleil New York,execut hotel le soleil new york,Excellent
Four Points by Sheraton New York Downtown,four point sheraton new york downtown,Good
Courtyard New York Manhattan/Midtown East,courtyard new york manhattanmidtown east,Very Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
"Club Quarters Hotel Grand Central, New York",club quarter hotel grand central new york,Very Good
Pod 51,pod 51,Good
Riverside Tower Hotel,riversid tower hotel,Very Good
Pod Times Square,pod time squar,Very Good
The Frederick Hotel Tribeca,frederick hotel tribeca,Very Good
Grayson Hotel,grayson hotel,Excellent
Pod 39,pod 39,Very Good
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
Millennium Downtown New York,millennium downtown new york,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Hotel Edison Times Square,hotel edison time squar,Good
Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,resid inn marriott new york downtown manhattanworld trade center area,Excellent
Archer Hotel New York,archer hotel new york,Excellent
Four Points by Sheraton Manhattan SoHo Village,four point sheraton manhattan soho villag,Very Good
Hotel Belleclaire Central Park,hotel belleclair central park,Very Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
Home2 Suites By Hilton New York Times Square,home2 suit hilton new york time squar,Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
The Chelsean New York,chelsean new york,Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
The FIDI Hotel,fidi hotel,Very Good
Warwick New York,warwick new york,Very Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
TownePlace Suites by Marriott New York Manhattan/Chelsea,towneplac suit marriott new york manhattanchelsea,Very Good
"U Hotel Fifth Avenue, Empire State Building",u hotel fifth avenu empir state build,Very Good
Courtyard New York Downtown Manhattan/Financial District,courtyard new york downtown manhattanfinanci district,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,fairfield inn suit marriott new york manhattanfifth avenu,Good
Westgate New York Grand Central,westgat new york grand central,Very Good
The Gregorian New York City,gregorian new york citi,Very Good
Renaissance New York Chelsea Hotel,renaiss new york chelsea hotel,Very Good
Hyatt Centric Wall Street New York,hyatt centric wall street new york,Very Good
Little Charlie Hotel,littl charli hotel,Very Good
NoMo SoHo,nomo soho,Good
Hilton Garden Inn New York Times Square North,hilton garden inn new york time squar north,Very Good
Executive Hotel Le Soleil New York,execut hotel le soleil new york,Excellent
Four Points by Sheraton New York Downtown,four point sheraton new york downtown,Good
Courtyard New York Manhattan/Midtown East,courtyard new york manhattanmidtown east,Very Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
"Club Quarters Hotel Grand Central, New York",club quarter hotel grand central new york,Very Good
Pod 51,pod 51,Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
"The Standard, High Line New York",standard high line new york,Very Good
Riverside Tower Hotel,riversid tower hotel,Very Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Pod Times Square,pod time squar,Very Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
The Chelsean New York,chelsean new york,Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
Hotel Edison Times Square,hotel edison time squar,Good
Hotel Hayden New York,hotel hayden new york,Good
Archer Hotel New York,archer hotel new york,Excellent
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
The FIDI Hotel,fidi hotel,Very Good
Warwick New York,warwick new york,Very Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
Holiday Inn Express Manhattan Midtown West by IHG,holiday inn express manhattan midtown west ihg,Good
Hotel Park Ave,hotel park ave,Very Good
The Gregorian New York City,gregorian new york citi,Very Good
Grayson Hotel,grayson hotel,Excellent
Aura Hotel Times Square Newly Renovated,aura hotel time squar newli renov,Good
Westgate New York Grand Central,westgat new york grand central,Very Good
"Staypineapple, An Artful Hotel, Midtown New York",staypineappl art hotel midtown new york,Excellent
Homewood Suites Midtown Manhattan Times Square South,homewood suit midtown manhattan time squar south,Very Good
Four Points by Sheraton Manhattan SoHo Village,four point sheraton manhattan soho villag,Very Good
Sohotel,sohotel,Good
InterContinental New York Times Square by IHG,intercontinent new york time squar ihg,Very Good
DoubleTree by Hilton Hotel New York City - Chelsea,doubletre hilton hotel new york citi chelsea,Good
Hilton Garden Inn New York Times Square North,hilton garden inn new york time squar north,Very Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
"Thompson Central Park New York, by Hyatt",thompson central park new york hyatt,Very Good
Sanctuary Hotel New York,sanctuari hotel new york,Very Good
Renaissance New York Harlem Hotel,renaiss new york harlem hotel,Good
UNTITLED at 3 Freeman Alley,untitl 3 freeman alley,Very Good
citizenM New York Times Square,citizenm new york time squar,Excellent
Park Central,park central,Good
"Club Quarters Hotel Grand Central, New York",club quarter hotel grand central new york,Very Good
Pod 51,pod 51,Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
"The Standard, High Line New York",standard high line new york,Very Good
Riverside Tower Hotel,riversid tower hotel,Very Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Pod Times Square,pod time squar,Very Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
The Chelsean New York,chelsean new york,Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
Hotel Edison Times Square,hotel edison time squar,Good
Hotel Hayden New York,hotel hayden new york,Good
Archer Hotel New York,archer hotel new york,Excellent
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
The FIDI Hotel,fidi hotel,Very Good
Warwick New York,warwick new york,Very Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
Holiday Inn Express Manhattan Midtown West by IHG,holiday inn express manhattan midtown west ihg,Good
Hotel Park Ave,hotel park ave,Very Good
The Gregorian New York City,gregorian new york citi,Very Good
Grayson Hotel,grayson hotel,Excellent
Aura Hotel Times Square Newly Renovated,aura hotel time squar newli renov,Good
Westgate New York Grand Central,westgat new york grand central,Very Good
"Staypineapple, An Artful Hotel, Midtown New York",staypineappl art hotel midtown new york,Excellent
Homewood Suites Midtown Manhattan Times Square South,homewood suit midtown manhattan time squar south,Very Good
Four Points by Sheraton Manhattan SoHo Village,four point sheraton manhattan soho villag,Very Good
Sohotel,sohotel,Good
InterContinental New York Times Square by IHG,intercontinent new york time squar ihg,Very Good
DoubleTree by Hilton Hotel New York City - Chelsea,doubletre hilton hotel new york citi chelsea,Good
Hilton Garden Inn New York Times Square North,hilton garden inn new york time squar north,Very Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
"Thompson Central Park New York, by Hyatt",thompson central park new york hyatt,Very Good
Sanctuary Hotel New York,sanctuari hotel new york,Very Good
Renaissance New York Harlem Hotel,renaiss new york harlem hotel,Good
UNTITLED at 3 Freeman Alley,untitl 3 freeman alley,Very Good
citizenM New York Times Square,citizenm new york time squar,Excellent
Park Central,park central,Good
Hilton Garden Inn New York Central Park South-Midtown West,hilton garden inn new york central park southmidtown west,Good
"Club Quarters Hotel Grand Central, New York",club quarter hotel grand central new york,Very Good
Grayson Hotel,grayson hotel,Excellent
Riverside Tower Hotel,riversid tower hotel,Very Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Four Points by Sheraton Manhattan SoHo Village,four point sheraton manhattan soho villag,Very Good
Pod Times Square,pod time squar,Very Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
The FIDI Hotel,fidi hotel,Very Good
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
Homewood Suites Midtown Manhattan Times Square South,homewood suit midtown manhattan time squar south,Very Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
Romer Hell's Kitchen,romer hell kitchen,Excellent
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Hilton Garden Inn New York Times Square South,hilton garden inn new york time squar south,Very Good
The Chelsean New York,chelsean new york,Good
Pod 51,pod 51,Good
Archer Hotel New York,archer hotel new york,Excellent
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
Little Charlie Hotel,littl charli hotel,Very Good
Hilton Garden Inn New York Times Square North,hilton garden inn new york time squar north,Very Good
Hotel Belleclaire Central Park,hotel belleclair central park,Very Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
Warwick New York,warwick new york,Very Good
Hotel Mimosa,hotel mimosa,Very Good
Hotel Edison Times Square,hotel edison time squar,Good
Sheraton Tribeca New York Hotel,sheraton tribeca new york hotel,Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
Hotel Hayden New York,hotel hayden new york,Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
The Gregorian New York City,gregorian new york citi,Very Good
Holiday Inn Manhattan 6th Ave - Chelsea by IHG,holiday inn manhattan 6th ave chelsea ihg,Good
Aura Hotel Times Square Newly Renovated,aura hotel time squar newli renov,Good
Hyatt Centric Wall Street New York,hyatt centric wall street new york,Very Good
"Thompson Central Park New York, by Hyatt",thompson central park new york hyatt,Very Good
The Knickerbocker,knickerbock,Very Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Westgate New York Grand Central,westgat new york grand central,Very Good
Element Times Square West,element time squar west,Very Good
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
Courtyard New York Manhattan/Midtown West,courtyard new york manhattanmidtown west,Excellent
Hilton Garden Inn New York Central Park South-Midtown West,hilton garden inn new york central park southmidtown west,Good
"Club Quarters Hotel Grand Central, New York",club quarter hotel grand central new york,Very Good
Grayson Hotel,grayson hotel,Excellent
Riverside Tower Hotel,riversid tower hotel,Very Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Four Points by Sheraton Manhattan SoHo Village,four point sheraton manhattan soho villag,Very Good
Pod Times Square,pod time squar,Very Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
The FIDI Hotel,fidi hotel,Very Good
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
Homewood Suites Midtown Manhattan Times Square South,homewood suit midtown manhattan time squar south,Very Good
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
Romer Hell's Kitchen,romer hell kitchen,Excellent
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Hilton Garden Inn New York Times Square South,hilton garden inn new york time squar south,Very Good
The Chelsean New York,chelsean new york,Good
Pod 51,pod 51,Good
Archer Hotel New York,archer hotel new york,Excellent
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
Little Charlie Hotel,littl charli hotel,Very Good
Hilton Garden Inn New York Times Square North,hilton garden inn new york time squar north,Very Good
Hotel Belleclaire Central Park,hotel belleclair central park,Very Good
InterContinental New York Barclay Hotel by IHG,intercontinent new york barclay hotel ihg,Very Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
Warwick New York,warwick new york,Very Good
Hotel Mimosa,hotel mimosa,Very Good
Hotel Edison Times Square,hotel edison time squar,Good
Sheraton Tribeca New York Hotel,sheraton tribeca new york hotel,Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
Hotel Hayden New York,hotel hayden new york,Good
Motto By Hilton New York City Times Square,motto hilton new york citi time squar,Very Good
The Gregorian New York City,gregorian new york citi,Very Good
Holiday Inn Manhattan 6th Ave - Chelsea by IHG,holiday inn manhattan 6th ave chelsea ihg,Good
Aura Hotel Times Square Newly Renovated,aura hotel time squar newli renov,Good
Hyatt Centric Wall Street New York,hyatt centric wall street new york,Very Good
"Thompson Central Park New York, by Hyatt",thompson central park new york hyatt,Very Good
The Knickerbocker,knickerbock,Very Good
DoubleTree by Hilton New York Times Square South,doubletre hilton new york time squar south,Very Good
Westgate New York Grand Central,westgat new york grand central,Very Good
Element Times Square West,element time squar west,Very Good
La Quinta by Wyndham Time Square South,la quinta wyndham time squar south,Very Good
Courtyard New York Manhattan/Midtown West,courtyard new york manhattanmidtown west,Excellent
DoubleTree by Hilton Hotel New York City - Chelsea,doubletre hilton hotel new york citi chelsea,Good
Courtyard by Marriott Times Square West,courtyard marriott time squar west,Very Good
Hotel Indigo Lower East Side New York by IHG,hotel indigo lower east side new york ihg,Good
"Club Quarters Hotel Grand Central, New York",club quarter hotel grand central new york,Very Good
Grayson Hotel,grayson hotel,Excellent
Pod 51,pod 51,Good
The FIDI Hotel,fidi hotel,Very Good
DoubleTree by Hilton New York Midtown Fifth Ave,doubletre hilton new york midtown fifth ave,Good
Riverside Tower Hotel,riversid tower hotel,Very Good
Hyatt Centric Midtown 5th Avenue New York,hyatt centric midtown 5th avenu new york,Very Good
Millennium Hotel Broadway Times Square,millennium hotel broadway time squar,Good
"The New Yorker, A Wyndham Hotel",new yorker wyndham hotel,Good
"Hotel Shocard Broadway, Times Square",hotel shocard broadway time squar,Good
Hampton Inn by Hilton New York Times Square,hampton inn hilton new york time squar,Good
M Social Hotel Times Square New York,social hotel time squar new york,Very Good
Hyatt Place New York City - Times Square,hyatt place new york citi time squar,Good
Paramount Hotel Times Square,paramount hotel time squar,Good
Romer Hell's Kitchen,romer hell kitchen,Excellent
"The Mayfair Hotel Times Square, Ascend Hotel Collection",mayfair hotel time squar ascend hotel collect,Very Good
Archer Hotel New York,archer hotel new york,Excellent
"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",histor blue angel hotel lexington ave ascend hotel collect,Excellent
Hotel Edison Times Square,hotel edison time squar,Good
The Chelsean New York,chelsean new york,Good
The Frederick Hotel Tribeca,frederick hotel tribeca,Very Good
Hotel Belleclaire Central Park,hotel belleclair central park,Very Good
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,fairfield inn suit marriott new york manhattanfifth avenu,Good
Hyatt Place New York Chelsea,hyatt place new york chelsea,Good
Pod Times Square,pod time squar,Very Good
Hyatt Centric Wall Street New York,hyatt centric wall street new york,Very Good
Warwick New York,warwick new york,Very Good
Fairfield Inn by Marriott New York Manhattan/Financial District,fairfield inn marriott new york manhattanfinanci district,Good
Westgate New York Grand Central,westgat new york grand central,Very Good
Renaissance New York Midtown Hotel,renaiss new york midtown hotel,Excellent
Little Charlie Hotel,littl charli hotel,Very Good
"The Cloud One New York-Downtown, by the Motel One Group",cloud one new yorkdowntown motel one group,Excellent
Millennium Downtown New York,millennium downtown new york,Good
The Gregorian New York City,gregorian new york citi,Very Good
Citadines Connect Fifth Avenue New York,citadin connect fifth avenu new york,Good
Hotel Hayden New York,hotel hayden new york,Good
MOXY NYC Times Square,moxi nyc time squar,Very Good
