name,price,address,distance,rating,review_count,numeric_review_count,numeric_score,stars,room_type,snapshot_date,check_in,check_out,ttt,los
Delta Hotels by Marriott New York Times Square,"US$1,279","Hell's Kitchen, New York",1.6 km from downtown,"Scored 7.9
7.9
Good
3,861 reviews","3,861 review",3861,7.9,4 stars,King Room,4/10/2025,5/1/2025,5/5/2025,21,4
Eurostars Wall Street,"US$1,069","Manhattan, New York",7.3 km from downtown,"Scored 8.0
8.0
Very Good
1,383 reviews","1,383 review",1383,8,4 stars,Queen Room,4/10/2025,5/1/2025,5/5/2025,21,4
Millennium Hotel Broadway Times Square,"US$1,385","Manhattan, New York",1.3 km from downtown,"Scored 7.4
7.4
Good
7,853 reviews","7,853 review",7853,7.4,4 stars,Queen Room with Bath Tub - Hearing/Mobility Accessible,4/10/2025,5/1/2025,5/5/2025,21,4
The Knickerbocker,"US$1,687","Manhattan, New York",1.4 km from downtown,"Scored 8.5
8.5
Very Good
2,289 reviews","2,289 review",2289,8.5,5 stars,Superior Room with One King Bed,4/10/2025,5/1/2025,5/5/2025,21,4
Motto By Hilton New York City Times Square,"US$1,082","Manhattan, New York",1 km from downtown,"Scored 8.0
8.0
Very Good
1,248 reviews","1,248 review",1248,8,3 stars,Queen Room,4/10/2025,5/1/2025,5/5/2025,21,4
Motto by Hilton New York City Chelsea,"US$1,157","Chelsea, New York",2.8 km from downtown,"Scored 8.6
8.6
Excellent
3,104 reviews","3,104 review",3104,8.6,4 stars,King Room,4/10/2025,5/1/2025,5/5/2025,21,4
MOXY NYC Times Square,"US$1,125","Manhattan, New York",1.9 km from downtown,"Scored 8.1
8.1
Very Good
5,815 reviews","5,815 review",5815,8.1,4 stars,Queen Room,4/10/2025,5/1/2025,5/5/2025,21,4
Four Points by Sheraton New York Downtown,"US$1,119","Manhattan, New York",7 km from downtown,"Scored 7.9
7.9
Good
2,059 reviews","2,059 review",2059,7.9,3 stars,"Guest room, 1 Queen",4/10/2025,5/1/2025,5/5/2025,21,4
Hotel Hayden New York,"US$1,089","Chelsea, New York",2.5 km from downtown,"Scored 7.1
7.1
Good
3,208 reviews","3,208 review",3208,7.1,4 stars,Superior King Room,4/10/2025,5/1/2025,5/5/2025,21,4
The Manhattan at Times Square,US$992,"Manhattan, New York",0.7 km from downtown,"Scored 5.5
5.5
Review score
7,530 reviews","7,530 review",7530,5.5,4 stars,Standard Room,4/10/2025,5/1/2025,5/5/2025,21,4
"Dream Midtown, by Hyatt","US$1,088","Manhattan, New York",400 m from downtown,"Scored 7.8
7.8
Good
1,445 reviews","1,445 review",1445,7.8,4 stars,Queen Room - Bronze,4/10/2025,5/1/2025,5/5/2025,21,4
Four Points by Sheraton Manhattan Midtown West,"US$1,105","Hudson Yards, New York",2 km from downtown,"Scored 8.3
8.3
Very Good
1,884 reviews","1,884 review",1884,8.3,4 stars,Queen Room,4/10/2025,5/1/2025,5/5/2025,21,4
Courtyard New York Manhattan/Midtown West,"US$1,289","Hudson Yards, New York",2.1 km from downtown,"Scored 8.6
8.6
Excellent
2,032 reviews","2,032 review",2032,8.6,4 stars,Midtown King,4/10/2025,5/1/2025,5/5/2025,21,4
Crowne Plaza HY36 Midtown Manhattan by IHG,"US$1,071","Hell's Kitchen, New York",1.9 km from downtown,"Scored 8.5
8.5
Very Good
534 reviews",534 review,534,8.5,4 stars,Standard King Room,4/10/2025,5/1/2025,5/5/2025,21,4
"Hotel Shocard Broadway, Times Square",US$930,"Manhattan, New York",1.5 km from downtown,"Scored 7.1
7.1
Good
2,799 reviews","2,799 review",2799,7.1,3 stars,Queen Room,4/10/2025,5/1/2025,5/5/2025,21,4
Four Points by Sheraton Midtown - Times Square,"US$1,195","Hell's Kitchen, New York",1.6 km from downtown,"Scored 8.2
8.2
Very Good
3,234 reviews","3,234 review",3234,8.2,4 stars,King Room,4/10/2025,5/1/2025,5/5/2025,21,4
Millennium Downtown New York,"US$1,251","Manhattan, New York",6.8 km from downtown,"Scored 7.2
7.2
Good
5,120 reviews","5,120 review",5120,7.2,4 stars,RENOVATED Deluxe King - City View,4/10/2025,5/1/2025,5/6/2025,21,5
Element Times Square West,"US$1,300","Hell's Kitchen, New York",1.6 km from downtown,"Scored 8.0
8.0
Very Good
7,734 reviews","7,734 review",7734,8,4 stars,"Guest Room, 1 King",4/10/2025,5/1/2025,5/6/2025,21,5
Pod Times Square,"US$1,157","Hell's Kitchen, New York",1.4 km from downtown,"Scored 8.3
8.3
Very Good
23,035 reviews","23,035 review",23035,8.3,3 stars,Full Pod ADA,4/10/2025,5/1/2025,5/6/2025,21,5
TownePlace Suites by Marriott New York Manhattan/Chelsea,"US$1,389","Chelsea, New York",2.5 km from downtown,"Scored 8.3
8.3
Very Good
7,753 reviews","7,753 review",7753,8.3,4 stars,King Studio,4/10/2025,5/1/2025,5/6/2025,21,5
Courtyard by Marriott Times Square West,"US$1,406","Hell's Kitchen, New York",1.8 km from downtown,"Scored 8.4
8.4
Very Good
3,029 reviews","3,029 review",3029,8.4,3 stars,King Room,4/10/2025,5/1/2025,5/6/2025,21,5
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,"US$1,324","Chelsea, New York",2.6 km from downtown,"Scored 8.0
8.0
Very Good
1,024 reviews","1,024 review",1024,8,3 stars,King Room,4/10/2025,5/1/2025,5/6/2025,21,5
Pod 39,"US$1,130","Murray Hill, New York",2.1 km from downtown,"Scored 8.3
8.3
Very Good
12,774 reviews","12,774 review",12774,8.3,3 stars,Twin Pod,4/10/2025,5/1/2025,5/6/2025,21,5
Citadines Connect Fifth Avenue New York,"US$1,377","Manhattan, New York",1.4 km from downtown,"Scored 7.5
7.5
Good
3,243 reviews","3,243 review",3243,7.5,3 stars,Premier King Room,4/10/2025,5/1/2025,5/6/2025,21,5
"U Hotel Fifth Avenue, Empire State Building","US$1,205","Manhattan, New York",2.1 km from downtown,"Scored 8.0
8.0
Very Good
3,351 reviews","3,351 review",3351,8,3 stars,Queen Room,4/10/2025,5/1/2025,5/6/2025,21,5
Fairfield Inn by Marriott New York Manhattan/Financial District,"US$1,324","Manhattan, New York",7.2 km from downtown,"Scored 7.9
7.9
Good
3,637 reviews","3,637 review",3637,7.9,3 stars,King Room,4/10/2025,5/1/2025,5/6/2025,21,5
"The New Yorker, A Wyndham Hotel","US$1,318","Hell's Kitchen, New York",2 km from downtown,"Scored 7.7
7.7
Good
15,551 reviews","15,551 review",15551,7.7,4 stars,Standard Queen Room,4/10/2025,5/1/2025,5/6/2025,21,5
Hyatt Centric Midtown 5th Avenue New York,"US$1,398","Manhattan, New York",1.9 km from downtown,"Scored 8.0
8.0
Very Good
1,223 reviews","1,223 review",1223,8,4 stars,King Room with Roll-In Shower - Disability Access,4/10/2025,5/1/2025,5/6/2025,21,5
The Hotel at Fifth Avenue,"US$1,454","Manhattan, New York",2.3 km from downtown,"Scored 8.0
8.0
Very Good
3,656 reviews","3,656 review",3656,8,3 stars,King Room - Non-Smoking,4/10/2025,5/1/2025,5/6/2025,21,5
Homewood Suites Midtown Manhattan Times Square South,"US$1,466","Hell's Kitchen, New York",1.8 km from downtown,"Scored 8.3
8.3
Very Good
4,411 reviews","4,411 review",4411,8.3,3 stars,Efficiency King Studio with Sofa Bed,4/10/2025,5/1/2025,5/6/2025,21,5
Hotel Edison Times Square,"US$1,456","Manhattan, New York",1 km from downtown,"Scored 7.7
7.7
Good
12,933 reviews","12,933 review",12933,7.7,4 stars,Signature 1 King Bed,4/10/2025,5/1/2025,5/6/2025,21,5
SpringHill Suites by Marriott New York Manhattan/Times Square South,"US$1,651","Hell's Kitchen, New York",1.9 km from downtown,"Scored 8.2
8.2
Very Good
7,732 reviews","7,732 review",7732,8.2,4 stars,Queen Room - Non-Smoking,4/10/2025,5/1/2025,5/6/2025,21,5
"The Mayfair Hotel Times Square, Ascend Hotel Collection","US$1,260","Manhattan, New York",0.8 km from downtown,"Scored 8.5
8.5
Very Good
2,218 reviews","2,218 review",2218,8.5,3 stars,Deluxe Double Room - Non Smoking,4/10/2025,5/1/2025,5/6/2025,21,5
Hyatt Place New York City - Times Square,"US$1,643","Hell's Kitchen, New York",1.7 km from downtown,"Scored 7.8
7.8
Good
21,638 reviews","21,638 review",21638,7.8,4 stars,Standard King Room,4/10/2025,5/1/2025,5/6/2025,21,5
Motto by Hilton New York City Chelsea,"US$1,513","Chelsea, New York",2.8 km from downtown,"Scored 8.6
8.6
Excellent
3,104 reviews","3,104 review",3104,8.6,4 stars,King Room with City View - Hearing Accessible,4/10/2025,5/1/2025,5/6/2025,21,5
The Chelsean New York,"US$1,193","Chelsea, New York",2.8 km from downtown,"Scored 7.1
7.1
Good
3,028 reviews","3,028 review",3028,7.1,3 stars,"Guest room, 2 Double",4/10/2025,5/1/2025,5/6/2025,21,5
Four Points by Sheraton New York Downtown,"US$1,284","Manhattan, New York",7 km from downtown,"Scored 7.9
7.9
Good
2,059 reviews","2,059 review",2059,7.9,3 stars,"Guest room, 1 Queen",4/10/2025,5/1/2025,5/6/2025,21,5
Renaissance New York Chelsea Hotel,"US$1,580","Chelsea, New York",2.8 km from downtown,"Scored 8.2
8.2
Very Good
1,232 reviews","1,232 review",1232,8.2,4 stars,"Guest Room, 1 King",4/10/2025,5/1/2025,5/6/2025,21,5
The FIDI Hotel,"US$1,325","Manhattan, New York",7.6 km from downtown,"Scored 8.1
8.1
Very Good
1,536 reviews","1,536 review",1536,8.1,4 stars,Standard Full,4/10/2025,5/1/2025,5/6/2025,21,5
DoubleTree by Hilton New York Times Square South,"US$1,616","Hell's Kitchen, New York",1.8 km from downtown,"Scored 8.2
8.2
Very Good
6,444 reviews","6,444 review",6444,8.2,4 stars,King Room,4/10/2025,5/1/2025,5/6/2025,21,5
"The Cloud One New York-Downtown, by the Motel One Group","US$1,516","Manhattan, New York",7 km from downtown,"Scored 8.6
8.6
Excellent
6,699 reviews","6,699 review",6699,8.6,4 stars,Standard King Room,4/10/2025,5/1/2025,5/6/2025,21,5
voco Times Square South New York by IHG,"US$1,321","Hell's Kitchen, New York",1.8 km from downtown,"Scored 8.2
8.2
Very Good
3,854 reviews","3,854 review",3854,8.2,4 stars,Standard Room with Full Bed and Tub - Mobility Accessible,4/10/2025,5/1/2025,5/6/2025,21,5
The Fifty Sonesta Hotel New York,"US$1,446","Midtown East, New York",1.6 km from downtown,"Scored 8.0
8.0
Very Good
1,598 reviews","1,598 review",1598,8,4 stars,King Room,4/10/2025,5/1/2025,5/6/2025,21,5
Millennium Hotel Broadway Times Square,"US$1,681","Manhattan, New York",1.3 km from downtown,"Scored 7.4
7.4
Good
7,853 reviews","7,853 review",7853,7.4,4 stars,Queen Room with Bath Tub - Hearing/Mobility Accessible,4/10/2025,5/1/2025,5/6/2025,21,5
Delta Hotels by Marriott New York Times Square,"US$1,535","Hell's Kitchen, New York",1.6 km from downtown,"Scored 7.9
7.9
Good
3,861 reviews","3,861 review",3861,7.9,4 stars,King Room,4/10/2025,5/1/2025,5/6/2025,21,5
Hilton Garden Inn New York Times Square South,"US$1,550","Hell's Kitchen, New York",1.8 km from downtown,"Scored 8.2
8.2
Very Good
3,912 reviews","3,912 review",3912,8.2,3 stars,King Room,4/10/2025,5/1/2025,5/6/2025,21,5
Courtyard by Marriott New York Manhattan/ Fifth Avenue,"US$1,389","Manhattan, New York",1.8 km from downtown,"Scored 7.8
7.8
Good
1,422 reviews","1,422 review",1422,7.8,4 stars,Queen Room,4/10/2025,5/1/2025,5/6/2025,21,5
Motto By Hilton New York City Times Square,"US$1,302","Manhattan, New York",1 km from downtown,"Scored 8.0
8.0
Very Good
1,248 reviews","1,248 review",1248,8,3 stars,Queen Room,4/10/2025,5/1/2025,5/6/2025,21,5
Pod 51,"US$1,285","Midtown East, New York",1.7 km from downtown,"Scored 7.9
7.9
Good
11,236 reviews","11,236 review",11236,7.9,3 stars,Standard Double Room,4/10/2025,5/1/2025,5/6/2025,21,5
Four Points by Sheraton Midtown - Times Square,"US$1,449","Hell's Kitchen, New York",1.6 km from downtown,"Scored 8.2
8.2
Very Good
3,234 reviews","3,234 review",3234,8.2,4 stars,King Room,4/10/2025,5/1/2025,5/6/2025,21,5
The Shelburne Sonesta New York,"US$1,241","Murray Hill, New York",2.2 km from downtown,"Scored 8.3
8.3
Very Good
2,259 reviews","2,259 review",2259,8.3,4 stars,Queen Room,4/10/2025,5/1/2025,5/6/2025,21,5
Hampton Inn Manhattan-35th St Empire State Bldg,"US$1,630","Manhattan, New York",2 km from downtown,"Scored 8.3
8.3
Very Good
6,519 reviews","6,519 review",6519,8.3,3 stars,King Room with Roll-In Shower - Mobility Access/Non-Smoking,4/10/2025,5/1/2025,5/6/2025,21,5
DoubleTree by Hilton Hotel New York City - Chelsea,"US$1,400","Chelsea, New York",2.5 km from downtown,"Scored 7.2
7.2
Good
3,873 reviews","3,873 review",3873,7.2,4 stars,King Room - Non-Smoking,4/10/2025,5/1/2025,5/6/2025,21,5
Hilton Garden Inn New York Times Square North,"US$1,602","Manhattan, New York",1.3 km from downtown,"Scored 8.2
8.2
Very Good
2,325 reviews","2,325 review",2325,8.2,3 stars,King Room,4/10/2025,5/1/2025,5/6/2025,21,5
Holiday Inn Express - Wall Street by IHG,"US$1,270","Manhattan, New York",7.3 km from downtown,"Scored 7.9
7.9
Good
1,857 reviews","1,857 review",1857,7.9,3 stars,Standard King Room - High Floor,4/10/2025,5/1/2025,5/6/2025,21,5
"Hotel Shocard Broadway, Times Square","US$1,128","Manhattan, New York",1.5 km from downtown,"Scored 7.1
7.1
Good
2,799 reviews","2,799 review",2799,7.1,3 stars,Queen Room,4/10/2025,5/1/2025,5/6/2025,21,5
LUMA Hotel - Times Square,"US$1,942","Manhattan, New York",1.5 km from downtown,"Scored 9.0
9.0
Wonderful
4,181 reviews","4,181 review",4181,9,4 stars,Urban King Room with Roll-In Shower - ADA Hearing/Visual,4/10/2025,5/1/2025,5/6/2025,21,5
Renaissance New York Harlem Hotel,"US$1,332","Harlem, New York",5.4 km from downtown,"Scored 7.9
7.9
Good
1,186 reviews","1,186 review",1186,7.9,3 stars,King Room,4/10/2025,5/1/2025,5/6/2025,21,5
Eurostars Wall Street,"US$1,333","Manhattan, New York",7.3 km from downtown,"Scored 8.0
8.0
Very Good
1,383 reviews","1,383 review",1383,8,4 stars,Queen Room,4/10/2025,5/1/2025,5/6/2025,21,5
Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,"US$1,389","Manhattan, New York",1.9 km from downtown,"Scored 7.7
7.7
Good
491 reviews",491 review,491,7.7,3 stars,King Room,4/10/2025,5/1/2025,5/6/2025,21,5
La Quinta by Wyndham Time Square South,"US$1,532","Hell's Kitchen, New York",1.7 km from downtown,"Scored 8.5
8.5
Very Good
4,356 reviews","4,356 review",4356,8.5,3 stars,King Room - Non-Smoking,4/10/2025,5/1/2025,5/6/2025,21,5
Grayson Hotel,"US$1,652","Manhattan, New York",1.8 km from downtown,"Scored 8.6
8.6
Excellent
1,145 reviews","1,145 review",1145,8.6,4 stars,King Room - High Floor,4/10/2025,5/1/2025,5/6/2025,21,5
DoubleTree by Hilton New York Midtown Fifth Ave,"US$1,790","Manhattan, New York",1 km from downtown,"Scored 7.7
7.7
Good
1,951 reviews","1,951 review",1951,7.7,4 stars,King Room,4/10/2025,5/1/2025,5/6/2025,21,5
Doubletree By Hilton New York Times Square West,"US$1,448","Hell's Kitchen, New York",1.6 km from downtown,"Scored 6.9
6.9
Review score
10,605 reviews","10,605 review",10605,6.9,4 stars,Standard King Room,4/10/2025,5/1/2025,5/6/2025,21,5
InterContinental New York Barclay Hotel by IHG,"US$1,975","Midtown East, New York",1.5 km from downtown,"Scored 8.1
8.1
Very Good
1,623 reviews","1,623 review",1623,8.1,5 stars,Classic Room,4/10/2025,5/1/2025,5/6/2025,21,5
MOXY NYC Times Square,"US$1,413","Manhattan, New York",1.9 km from downtown,"Scored 8.1
8.1
Very Good
5,815 reviews","5,815 review",5815,8.1,4 stars,Queen Room,4/10/2025,5/1/2025,5/6/2025,21,5
Millennium Downtown New York,"US$1,251","Manhattan, New York",6.8 km from downtown,"Scored 7.2
7.2
Good
5,120 reviews","5,120 review",5120,7.2,4 stars,RENOVATED Deluxe King - City View,4/10/2025,5/1/2025,5/6/2025,21,5
Element Times Square West,"US$1,300","Hell's Kitchen, New York",1.6 km from downtown,"Scored 8.0
8.0
Very Good
7,734 reviews","7,734 review",7734,8,4 stars,"Guest Room, 1 King",4/10/2025,5/1/2025,5/6/2025,21,5
Pod Times Square,"US$1,157","Hell's Kitchen, New York",1.4 km from downtown,"Scored 8.3
8.3
Very Good
23,035 reviews","23,035 review",23035,8.3,3 stars,Full Pod ADA,4/10/2025,5/1/2025,5/6/2025,21,5
TownePlace Suites by Marriott New York Manhattan/Chelsea,"US$1,389","Chelsea, New York",2.5 km from downtown,"Scored 8.3
8.3
Very Good
7,753 reviews","7,753 review",7753,8.3,4 stars,King Studio,4/10/2025,5/1/2025,5/6/2025,21,5
Courtyard by Marriott Times Square West,"US$1,406","Hell's Kitchen, New York",1.8 km from downtown,"Scored 8.4
8.4
Very Good
3,029 reviews","3,029 review",3029,8.4,3 stars,King Room,4/10/2025,5/1/2025,5/6/2025,21,5
Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,"US$1,324","Chelsea, New York",2.6 km from downtown,"Scored 8.0
8.0
Very Good
1,024 reviews","1,024 review",1024,8,3 stars,King Room,4/10/2025,5/1/2025,5/6/2025,21,5
Pod 39,"US$1,130","Murray Hill, New York",2.1 km from downtown,"Scored 8.3
8.3
Very Good
12,774 reviews","12,774 review",12774,8.3,3 stars,Twin Pod,4/10/2025,5/1/2025,5/6/2025,21,5
Citadines Connect Fifth Avenue New York,"US$1,377","Manhattan, New York",1.4 km from downtown,"Scored 7.5
7.5
Good
3,243 reviews","3,243 review",3243,7.5,3 stars,Premier King Room,4/10/2025,5/1/2025,5/6/2025,21,5
"U Hotel Fifth Avenue, Empire State Building","US$1,205","Manhattan, New York",2.1 km from downtown,"Scored 8.0
8.0
Very Good
3,351 reviews","3,351 review",3351,8,3 stars,Queen Room,4/10/2025,5/1/2025,5/6/2025,21,5
Fairfield Inn by Marriott New York Manhattan/Financial District,"US$1,324","Manhattan, New York",7.2 km from downtown,"Scored 7.9
7.9
Good
3,637 reviews","3,637 review",3637,7.9,3 stars,King Room,4/10/2025,5/1/2025,5/6/2025,21,5
"The New Yorker, A Wyndham Hotel","US$1,318","Hell's Kitchen, New York",2 km from downtown,"Scored 7.7
7.7
Good
15,551 reviews","15,551 review",15551,7.7,4 stars,Standard Queen Room,4/10/2025,5/1/2025,5/6/2025,21,5
Hyatt Centric Midtown 5th Avenue New York,"US$1,398","Manhattan, New York",1.9 km from downtown,"Scored 8.0
8.0
Very Good
1,223 reviews","1,223 review",1223,8,4 stars,King Room with Roll-In Shower - Disability Access,4/10/2025,5/1/2025,5/6/2025,21,5
The Hotel at Fifth Avenue,"US$1,454","Manhattan, New York",2.3 km from downtown,"Scored 8.0
8.0
Very Good
3,656 reviews","3,656 review",3656,8,3 stars,King Room - Non-Smoking,4/10/2025,5/1/2025,5/6/2025,21,5
Homewood Suites Midtown Manhattan Times Square South,"US$1,466","Hell's Kitchen, New York",1.8 km from downtown,"Scored 8.3
8.3
Very Good
4,411 reviews","4,411 review",4411,8.3,3 stars,Efficiency King Studio with Sofa Bed,4/10/2025,5/1/2025,5/6/2025,21,5
